valid_loss,valid_acc,epoch,step,train_loss,train_acc,lr
4.56077241897583,0.041450776159763336,0,553,,,
,,1,553,4.601417541503906,0.012804603204131126,1.3345385013963096e-05
2.4990789890289307,0.29646316170692444,1,1107,,,
,,2,1107,4.0245842933654785,0.08387860655784607,8.061115659074858e-05
1.1851245164871216,0.6409100890159607,2,1661,,,
,,3,1661,2.4124982357025146,0.33861687779426575,0.0002106184692820534
1.0030841827392578,0.6832619905471802,3,2215,,,
,,4,2215,1.6516865491867065,0.5270193815231323,0.0003945054195355624
0.7154167890548706,0.7756251692771912,4,2769,,,
,,5,2769,1.3601737022399902,0.6049187779426575,0.0006197362672537565
0.7480607032775879,0.7607569098472595,5,3323,,,
,,6,3323,1.2491545677185059,0.6355482935905457,0.0008709569810889661
0.6539233326911926,0.7934219241142273,6,3877,,,
,,7,3877,1.1933743953704834,0.6550654172897339,0.0011310429545119405
0.5857374668121338,0.8089659810066223,7,4431,,,
,,8,4431,1.1627382040023804,0.6680392622947693,0.0013822639593854547
1.0919287204742432,0.6873169541358948,8,4985,,,
,,9,4985,1.1492475271224976,0.6743005514144897,0.0016074948944151402
0.6941447257995605,0.7925208210945129,9,5539,,,
,,10,5539,1.1083495616912842,0.6828745603561401,0.0017913812771439552
0.6002426743507385,0.8242847323417664,10,6093,,,
,,11,6093,1.0852311849594116,0.6929715871810913,0.0019213876221328974
0.495476096868515,0.8436585068702698,11,6647,,,
,,12,6647,1.013095736503601,0.7122066617012024,0.001988654024899006
0.4650441110134125,0.8677629828453064,12,7201,,,
,,13,7201,0.9581584334373474,0.7273803949356079,0.001999284140765667
0.3629814386367798,0.8801531791687012,13,7755,,,
,,14,7755,0.9113731980323792,0.7426669597625732,0.001995001919567585
0.5985534191131592,0.8274385929107666,14,8309,,,
,,15,8309,0.8347752690315247,0.7589124441146851,0.0019864575006067753
0.3981277048587799,0.8756476640701294,15,8863,,,
,,16,8863,0.8230451345443726,0.7616764307022095,0.0019736902322620153
0.2974046766757965,0.8968235850334167,16,9417,,,
,,17,9417,0.7774899005889893,0.7754963636398315,0.0019567525014281273
0.45877957344055176,0.8655102252960205,17,9971,,,
,,18,9971,0.7326701879501343,0.7888086438179016,0.0019357181154191494
0.3521014153957367,0.8839828968048096,18,10525,,,
,,19,10525,0.7237417697906494,0.7899932265281677,0.0019106772961094975
0.27233192324638367,0.9132687449455261,19,11079,,,
,,20,11079,0.6758785247802734,0.8041516542434692,0.0018817353993654251
0.2808525562286377,0.915746808052063,20,11633,,,
,,21,11633,0.6529425978660583,0.8088334798812866,0.001849019550718367
0.22146910429000854,0.9261094927787781,21,12187,,,
,,22,12187,0.6275604963302612,0.8157152533531189,0.0018126675859093666
0.2498236447572708,0.918450117111206,22,12741,,,
,,23,12741,0.6006735563278198,0.8240635991096497,0.0017728357343003154
0.1778716892004013,0.9427798986434937,23,13295,,,
,,24,13295,0.5628086924552917,0.8366426229476929,0.001729693845845759
0.21828341484069824,0.9303897023200989,24,13849,,,
,,25,13849,0.5464068055152893,0.838842511177063,0.0016834274865686893
0.33105793595314026,0.8972741365432739,25,14403,,,
,,26,14403,0.5177345275878906,0.8471908569335938,0.0016342351445928216
0.17859481275081635,0.9421041011810303,26,14957,,,
,,27,14957,0.4858720600605011,0.8574571013450623,0.0015823260182514787
0.16307710111141205,0.948637068271637,27,15511,,,
,,28,15511,0.4636170566082001,0.8634927868843079,0.0015279237413778901
0.1413925588130951,0.9524667859077454,28,16065,,,
,,29,16065,0.46354538202285767,0.863379955291748,0.0014712604461237788
0.14767581224441528,0.9502140283584595,29,16619,,,
,,30,16619,0.4251781105995178,0.8737590312957764,0.0014125799061730504
0.12473489344120026,0.959225058555603,30,17173,,,
,,31,17173,0.3992783725261688,0.8821638226509094,0.0013521324144676328
0.10322350263595581,0.9659833312034607,31,17727,,,
,,32,17727,0.3872562348842621,0.8849841952323914,0.0012901771115139127
0.120768241584301,0.9574228525161743,32,18281,,,
,,33,18281,0.35080835223197937,0.8950812220573425,0.0012269789585843682
0.1104363426566124,0.959225058555603,33,18835,,,
,,34,18835,0.3391471803188324,0.8969991207122803,0.001162809319794178
0.11025237292051315,0.9680108428001404,34,19389,,,
,,35,19389,0.32150328159332275,0.9034296274185181,0.001097941305488348
0.08992568403482437,0.9709393978118896,35,19943,,,
,,36,19943,0.2983444631099701,0.9087883830070496,0.0010326550109311938
0.09261735528707504,0.971840500831604,36,20497,,,
,,37,20497,0.28732624650001526,0.9151060581207275,0.0009672287851572037
0.08178939670324326,0.9743185639381409,37,21051,,,
,,38,21051,0.26954174041748047,0.9175316095352173,0.0009019427816383541
0.07542789727449417,0.9756702184677124,38,21605,,,
,,39,21605,0.2607674300670624,0.9208032488822937,0.0008370764553546906
0.07234843820333481,0.976796567440033,39,22159,,,
,,40,22159,0.24754735827445984,0.9249210357666016,0.0007729079225100577
0.060232013463974,0.9790493249893188,40,22713,,,
,,41,22713,0.21838000416755676,0.9342847466468811,0.000709711981471628
0.07054100930690765,0.9792746305465698,41,23267,,,
,,42,23267,0.2028367519378662,0.9375,0.0006477587157860398
0.07262394577264786,0.9756702184677124,42,23821,,,
,,43,23821,0.20316068828105927,0.9383461475372314,0.0005873141344636679
0.06518825888633728,0.979499876499176,43,24375,,,
,,44,24375,0.17846828699111938,0.9467508792877197,0.0005286366795189679
0.056551311165094376,0.9817526340484619,44,24929,,,
,,45,24929,0.17004254460334778,0.9470329284667969,0.0004719778662547469
0.050896693021059036,0.9840053915977478,45,25483,,,
,,46,25483,0.16492979228496552,0.9484995603561401,0.00041757983854040504
0.04519829526543617,0.9855823516845703,46,26037,,,
,,47,26037,0.1534222662448883,0.9523916840553284,0.00036567606730386615
0.04382634907960892,0.987159252166748,47,26591,,,
,,48,26591,0.1513640284538269,0.9537454843521118,0.0003164881782140583
0.040952686220407486,0.987384557723999,48,27145,,,
,,49,27145,0.1355026215314865,0.9565658569335938,0.00027022763970308006
0.03482147306203842,0.9889614582061768,49,27699,,,
,,50,27699,0.12981154024600983,0.9611913561820984,0.0002270917611895129
0.03933950141072273,0.9894120097160339,50,28253,,,
,,51,28253,0.12212276458740234,0.9624887108802795,0.00018726568669080734
0.03414978086948395,0.9900878667831421,51,28807,,,
,,52,28807,0.11369125545024872,0.9642937779426575,0.0001509200519649312
0.03587614372372627,0.9891867637634277,52,29361,,,
,,53,29361,0.09853881597518921,0.969257652759552,0.00011821024963865057
0.03734274581074715,0.9891867637634277,53,29915,,,
,,54,29915,0.10241319984197617,0.9673961997032166,8.927628368837759e-05
0.03735358268022537,0.9900878667831421,54,30469,,,
,,55,30469,0.10286137461662292,0.9682987332344055,6.42422164673917e-05
0.036066241562366486,0.9898625612258911,55,31023,,,
,,56,31023,0.09364750236272812,0.9698781371116638,4.321528467698954e-05
0.03824353963136673,0.9876098036766052,56,31577,,,
,,57,31577,0.10252253711223602,0.9672269821166992,2.6285397325409576e-05
0.035172052681446075,0.9900878667831421,57,32131,,,
,,58,32131,0.09988338500261307,0.968242347240448,1.3525131180358585e-05
0.038099683821201324,0.9887362122535706,58,32685,,,
,,59,32685,0.10151513665914536,0.9690320491790771,4.989096851204522e-06
0.03794362023472786,0.987384557723999,59,33239,,,
,,60,33239,0.10073824226856232,0.9680166840553284,7.138622777347337e-07
